Cluster,Unique Key,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,City,Borough
0,29313948,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,WOODSIDE,QUEENS
3,32518474,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10451,BRONX,BRONX
0,23895978,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,BRONX,BRONX
0,39559905,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11226,BROOKLYN,BROOKLYN
2,25676449,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11205,BROOKLYN,BROOKLYN
3,24096447,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
2,25121412,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,NEW YORK,MANHATTAN
0,33068275,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
2,29249431,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11204,BROOKLYN,BROOKLYN
1,25169160,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11693,Far Rockaway,QUEENS
0,27881814,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,BRONX,BRONX
0,43056507,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND
2,25466920,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
1,38380140,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11103,Astoria,QUEENS
0,23006469,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10021,NEW YORK,MANHATTAN
1,34800040,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11374,Rego Park,QUEENS
3,35041643,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10451,BRONX,BRONX
1,28786593,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11355,Flushing,QUEENS
1,40554240,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11385,Ridgewood,QUEENS
0,39418011,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11427,QUEENS VILLAGE,QUEENS
3,31244511,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,BRONX,BRONX
3,35488552,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,BRONX,BRONX
0,35569145,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
2,40574096,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11215,BROOKLYN,BROOKLYN
0,43040512,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
3,32704279,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,29553550,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
2,25607074,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,11215,BROOKLYN,BROOKLYN
2,32946324,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
0,33279635,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,BROOKLYN,BROOKLYN
1,29303658,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
2,25086401,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,28739853,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10036,NEW YORK,MANHATTAN
2,29158008,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
2,31244586,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11217,BROOKLYN,BROOKLYN
0,32989335,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,NEW YORK,MANHATTAN
0,25967546,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,STAIRS,RESIDENTIAL BUILDING,10012,NEW YORK,MANHATTAN
0,25014362,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10022,NEW YORK,MANHATTAN
3,27029308,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,BRONX,BRONX
3,31727581,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10467,BRONX,BRONX
0,34499307,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10027,NEW YORK,MANHATTAN
2,30614101,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
3,41612260,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10461,BRONX,BRONX
2,22713623,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
1,24433756,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11368,Corona,QUEENS
1,29967403,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
3,41902702,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,BRONX,BRONX
1,32391185,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11105,Astoria,QUEENS
3,41537908,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455,BRONX,BRONX
0,29687656,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,BRONX,BRONX
3,40772107,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10454,BRONX,BRONX
3,25853548,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10454,BRONX,BRONX
2,26717794,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,35350009,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,JAMAICA,QUEENS
2,22456532,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
2,23927621,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
2,40585086,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
0,31464806,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11357,WHITESTONE,QUEENS
2,27109150,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,34795806,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,BRONX,BRONX
3,38454651,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10453,BRONX,BRONX
2,27570063,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
3,27909664,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10451,BRONX,BRONX
0,28513750,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,NEW YORK,MANHATTAN
1,40549636,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11419,South Richmond Hill,QUEENS
3,31173814,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,BRONX,BRONX
3,37922628,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10466,BRONX,BRONX
3,35013317,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10469,BRONX,BRONX
3,28478198,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,BRONX,BRONX
3,22699525,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10466,BRONX,BRONX
0,38414742,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10016,NEW YORK,MANHATTAN
0,32394191,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,NEW YORK,MANHATTAN
1,31669640,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,BROOKLYN,BROOKLYN
3,34997485,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,42971472,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10473,BRONX,BRONX
1,24096885,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11691,FAR ROCKAWAY,QUEENS
1,29956300,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
2,28007680,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,30535659,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,BROOKLYN,BROOKLYN
0,26762170,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
3,26391962,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MAIL-BOX,RESIDENTIAL BUILDING,10457,BRONX,BRONX
1,37617874,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11375,Forest Hills,QUEENS
0,25173015,Department of Housing Preservation and Development,NONCONST,JANITOR-SUPER,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
1,24097225,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11432,JAMAICA,QUEENS
3,28999639,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,BRONX,BRONX
2,24884422,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,24343841,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10039,NEW YORK,MANHATTAN
3,25766588,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10463,BRONX,BRONX
1,35308989,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,34351082,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,BROOKLYN,BROOKLYN
0,40430743,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
1,30091321,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11204,BROOKLYN,BROOKLYN
0,27312515,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10010,NEW YORK,MANHATTAN
0,43444425,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10025,NEW YORK,MANHATTAN
2,24909687,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
2,25077435,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
0,29154620,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,BROOKLYN,BROOKLYN
3,32742923,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10473,BRONX,BRONX
0,28559629,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,BROOKLYN,BROOKLYN
0,38853169,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,BRONX,BRONX
1,29706167,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11372,Jackson Heights,QUEENS
0,41440405,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
0,31631951,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
1,24510457,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11372,Jackson Heights,QUEENS
3,31489632,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,BRONX,BRONX
2,29277719,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
1,34837004,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355,Flushing,QUEENS
1,26848215,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11367,Flushing,QUEENS
1,40188863,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11205,BROOKLYN,BROOKLYN
3,25320036,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,BRONX,BRONX
1,24072290,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11104,SUNNYSIDE,QUEENS
0,28414990,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,WOODSIDE,QUEENS
0,33497005,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,BROOKLYN,BROOKLYN
0,41332964,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,BRONX,BRONX
2,41268973,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
0,37550035,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,BRONX,BRONX
1,32143951,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
1,29282922,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11205,BROOKLYN,BROOKLYN
2,26921609,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,BRONX,BRONX
1,35954688,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
1,32298216,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10029,NEW YORK,MANHATTAN
3,32062941,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,BRONX,BRONX
0,40073797,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11102,ASTORIA,QUEENS
3,34132627,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,BRONX,BRONX
0,31691356,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
3,40387764,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10475,BRONX,BRONX
0,36990691,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,BRONX,BRONX
0,26030176,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,CORONA,QUEENS
0,35147935,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS
0,34236796,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,STATEN ISLAND,STATEN ISLAND
0,29092616,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11222,BROOKLYN,BROOKLYN
0,33249336,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,BROOKLYN,BROOKLYN
0,23459261,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,BROOKLYN,BROOKLYN
1,33074555,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11433,Jamaica,QUEENS
1,29301769,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,BROOKLYN,BROOKLYN
1,24150489,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11373,ELMHURST,QUEENS
0,38820569,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
0,41922523,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,BROOKLYN,BROOKLYN
0,33583131,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10463,NEW YORK,MANHATTAN
